"pair","score"
"lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2~~~lpl2_2~~~lpl2_10~~~lpl2_5~~~lpl2_4~~~lpl2_3yknY~~~yknY_1~~~yknY_2~~~macB_1",8.32504e-11
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2lpl2_5~~~lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_4~~~lpl2_9",2.83039e-10
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2lpl2_7~~~lpl2_3~~~lpl2_2~~~lpl2_4~~~lpl2_5~~~lpl2_1~~~lpl2_6",4.15675e-11
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2mnhD1_2~~~mrpD~~~mnhD1_1~~~mnhD1_3",9.66105e-09
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2mrpA~~~mrpA_1~~~mrpA_2~~~mnhA1_2~~~mnhA1_1",4.49527e-08
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2mrpB~~~mrpB_2~~~mrpB_1",6.36145e-09
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2norG_1~~~norG~~~norG_2",5.08026e-08
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2pcp~~~pcp_1~~~pcp_2",7.61722e-10
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2relJ",9.61182e-10
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2sarT~~~sarT_1",3.21927e-10
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2sarU~~~sarU_1~~~sarU_2",1.98446e-10
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2sasG_2~~~sasG~~~sasG_1~~~pls",6.37177e-09
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2sdrC~~~sdrD_2~~~sdrD~~~sdrC_1~~~sdrC_2~~~sdrE_2",9.13278e-08
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2tatAy",6.27822e-08
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2trpA~~~trpA_1~~~trpA_2",4.97236e-14
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2trpD2~~~trpD_2~~~trpD~~~trpD_1",8.73781e-08
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2trpG_1~~~trpG_3~~~trpG_2~~~pabA",4.07256e-13
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2tst_1~~~tst_2~~~tst_3",1.20813e-10
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2vatD",1.17649e-09
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2yecD",9.97641e-09
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2yezG_6~~~yezG_4~~~yezG_7~~~yezG_3~~~yezG_1~~~yezG_2~~~yezG_5~~~yezG_8",3.43643e-09
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2yhfT_1~~~yhfT~~~menE_1~~~menE~~~menE_2~~~yhfT_2",5.40076e-13
"lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2yhfT~~~menE_2~~~yhfT_2~~~yhfT_1",-2.08849e-10
"lpl2_2~~~lpl2_4~~~lpl2_3~~~lpl2_6~~~lpl2_7lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_4~~~lpl2_5~~~lpl2_6~~~lpl2_7~~~lpl2_8",6.15178e-16
"lpl2_2~~~lpl2_4~~~lpl2_3~~~lpl2_6~~~lpl2_7lpl2_3~~~lpl2_4~~~lpl2_5~~~lpl2_2~~~lpl2_1~~~lpl2~~~lpl2_12~~~lpl2_6~~~lpl2_8~~~lpl2_7~~~lpl2_9",2.62516e-10
"lpl2_2~~~lpl2_4~~~lpl2_3~~~lpl2_6~~~lpl2_7lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9",2.32417e-13
"lpl2_2~~~lpl2_4~~~lpl2_3~~~lpl2_6~~~lpl2_7macB~~~macB_2~~~macB_1",1.93452e-12
"lpl2_2~~~lpl2_4~~~lpl2_3~~~lpl2_6~~~lpl2_7mvaA_1~~~mvaA~~~mvaA_2",3.15507e-14
"lpl2_2~~~lpl2_4~~~lpl2_3~~~lpl2_6~~~lpl2_7mvaA~~~mvaA_1~~~mvaA_2",-3.5963e-09
"lpl2_2~~~lpl2_4~~~lpl2_3~~~lpl2_6~~~lpl2_7natA_1~~~rbsA~~~natA_4~~~opuBA_1~~~natA_2",3.0508e-12
"lpl2_2~~~lpl2_4~~~lpl2_3~~~lpl2_6~~~lpl2_7natA_3",2.78151e-12
"lpl2_2~~~lpl2_4~~~lpl2_3~~~lpl2_6~~~lpl2_7smc_1~~~smc_2~~~smc_3~~~recF_2~~~recF_1~~~smc_4~~~recF_3",1.14227e-08
"lpl2_2~~~lpl2_4~~~lpl2_3~~~lpl2_6~~~lpl2_7xerC_2~~~xerD_3~~~xerD_5~~~xerD_2~~~xerD_6~~~xerC_4~~~xerC_1~~~xerC_3~~~xerD_4~~~xerC_6",8.92627e-08
"lpl2_2~~~lpl2_4~~~lpl2_3~~~lpl2_6~~~lpl2_7xerD_2~~~xerD_4~~~xerC_2~~~xerC_6~~~xerC_4~~~xerC_3~~~xerC_5~~~xerC_7",2.76742e-09
"lpl2_2~~~lpl2_4~~~lpl2_3~~~lpl2_6~~~lpl2_7ydaG~~~ydaG_2",8.41318e-09
"lpl2_2~~~lpl2_4~~~lpl2_3~~~lpl2_6~~~lpl2_7yezG_6~~~yezG_8~~~yezG_9~~~yezG_2~~~yezG_1~~~yezG_4~~~yezG_7~~~yezG_3~~~yezG_5",2.0392e-09
"lpl2_2~~~lpl2_4~~~lpl2_3~~~lpl2_6~~~lpl2_7yknY~~~yknY_1~~~yknY_2~~~macB_1",1.93452e-12
"lpl2_2lpl2_2~~~lpl2_1~~~lpl2_3~~~lpl2",2.5991e-08
"lpl2_3~~~lpl2_1~~~lpl2_5~~~lpl2_6~~~lpl2_7~~~lpl2_4~~~lpl2_2~~~lpl2_8lpl2_4~~~lpl2_7~~~lpl2_5~~~lpl2_2~~~lpl2_6~~~lpl2~~~lpl2_1~~~lpl2_3~~~lpl2_8~~~lpl2_10",9.57183e-14
"lpl2_3~~~lpl2_1~~~lpl2_5~~~lpl2_6~~~lpl2_7~~~lpl2_4~~~lpl2_2~~~lpl2_8tagE_1~~~tagE_3~~~gtf1_1~~~gtf1_2",1.61479e-10
"lpl2_3~~~lpl2_1~~~lpl2_5~~~lpl2_6~~~lpl2_7~~~lpl2_4~~~lpl2_2~~~lpl2_8trpA~~~trpA_2~~~trpA_1",2.87178e-08
"lpl2_3~~~lpl2_1~~~lpl2_5~~~lpl2_6~~~lpl2_7~~~lpl2_4~~~lpl2_2~~~lpl2_8yhfT~~~menE_2~~~yhfT_2~~~yhfT_1",5.59901e-09
"lpl2_3~~~lpl2_1~~~lpl2_5~~~lpl2_6~~~lpl2_7~~~lpl2_4~~~lpl2_2~~~lpl2_8ywnA",3.70861e-13
"lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_4~~~lpl2_5~~~lpl2_6~~~lpl2_7~~~lpl2_8lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9",4.82026e-18
"lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_4~~~lpl2_5~~~lpl2_6~~~lpl2_7~~~lpl2_8lpl2_7",8.28822e-09
"lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_4~~~lpl2_5~~~lpl2_6~~~lpl2_7~~~lpl2_8macB~~~macB_2~~~macB_1",3.7848e-18
"lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_4~~~lpl2_5~~~lpl2_6~~~lpl2_7~~~lpl2_8natA_1~~~rbsA~~~natA_4~~~opuBA_1~~~natA_2",6.85504e-18
"lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_4~~~lpl2_5~~~lpl2_6~~~lpl2_7~~~lpl2_8natA_3",1.70746e-18
"lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_4~~~lpl2_5~~~lpl2_6~~~lpl2_7~~~lpl2_8pspE~~~glpE_4~~~glpE_3~~~glpE_1~~~tusA~~~glpE_2",5.12524e-08
"lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_4~~~lpl2_5~~~lpl2_6~~~lpl2_7~~~lpl2_8ricR~~~ricR_1~~~ricR_2",5.12524e-08
"lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_4~~~lpl2_5~~~lpl2_6~~~lpl2_7~~~lpl2_8smc_1~~~smc_2~~~smc_3~~~recF_2~~~recF_1~~~smc_4~~~recF_3",1.41191e-08
"lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_4~~~lpl2_5~~~lpl2_6~~~lpl2_7~~~lpl2_8speC_3~~~speC~~~speC_1~~~speC_2",1.61203e-09
"lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_4~~~lpl2_5~~~lpl2_6~~~lpl2_7~~~lpl2_8xerD_2~~~xerD_4~~~xerC_2~~~xerC_6~~~xerC_4~~~xerC_3~~~xerC_5~~~xerC_7",1.64325e-08
"lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_4~~~lpl2_5~~~lpl2_6~~~lpl2_7~~~lpl2_8ydaG~~~ydaG_2",4.93121e-15
"lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_4~~~lpl2_5~~~lpl2_6~~~lpl2_7~~~lpl2_8yezG_6~~~yezG_4~~~yezG_7~~~yezG_3~~~yezG_1~~~yezG_2~~~yezG_5~~~yezG_8",3.47431e-08
"lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_4~~~lpl2_5~~~lpl2_6~~~lpl2_7~~~lpl2_8yezG_6~~~yezG_8~~~yezG_9~~~yezG_2~~~yezG_1~~~yezG_4~~~yezG_7~~~yezG_3~~~yezG_5",9.92562e-15
"lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_4~~~lpl2_5~~~lpl2_6~~~lpl2_7~~~lpl2_8yknY~~~yknY_1~~~yknY_2~~~macB_1",3.7848e-18
"lpl2_3~~~lpl2_4~~~lpl2_5~~~lpl2_2~~~lpl2_1~~~lpl2~~~lpl2_12~~~lpl2_6~~~lpl2_8~~~lpl2_7~~~lpl2_9mta~~~tipA",2.78843e-08
"lpl2_3~~~lpl2_4~~~lpl2_5~~~lpl2_2~~~lpl2_1~~~lpl2~~~lpl2_12~~~lpl2_6~~~lpl2_8~~~lpl2_7~~~lpl2_9mvaA_1~~~mvaA~~~mvaA_2",5.72775e-09
"lpl2_3~~~lpl2_4~~~lpl2_5~~~lpl2_2~~~lpl2_1~~~lpl2~~~lpl2_12~~~lpl2_6~~~lpl2_8~~~lpl2_7~~~lpl2_9nasE~~~nasF~~~sumT",4.73029e-09
"lpl2_3~~~lpl2_4~~~lpl2_5~~~lpl2_2~~~lpl2_1~~~lpl2~~~lpl2_12~~~lpl2_6~~~lpl2_8~~~lpl2_7~~~lpl2_9pbpX_3~~~pbpX_1~~~pbpX_2",1.05345e-08
"lpl2_3~~~lpl2_4~~~lpl2_5~~~lpl2_2~~~lpl2_1~~~lpl2~~~lpl2_12~~~lpl2_6~~~lpl2_8~~~lpl2_7~~~lpl2_9sdrM_3~~~sdrM_2~~~sdrM_1~~~sdrM",2.07115e-08
"lpl2_3~~~lpl2_4~~~lpl2_5~~~lpl2_2~~~lpl2_1~~~lpl2~~~lpl2_12~~~lpl2_6~~~lpl2_8~~~lpl2_7~~~lpl2_9sepA_2~~~sepA",1.05345e-08
"lpl2_3~~~lpl2_4~~~lpl2_5~~~lpl2_2~~~lpl2_1~~~lpl2~~~lpl2_12~~~lpl2_6~~~lpl2_8~~~lpl2_7~~~lpl2_9sigS_2~~~sigS~~~sigS_1",1.85349e-08
"lpl2_3~~~lpl2_4~~~lpl2_5~~~lpl2_2~~~lpl2_1~~~lpl2~~~lpl2_12~~~lpl2_6~~~lpl2_8~~~lpl2_7~~~lpl2_9tst_2~~~tst_1~~~tst",6.40278e-08
"lpl2_3~~~lpl2_4~~~lpl2_5~~~lpl2_2~~~lpl2_1~~~lpl2~~~lpl2_12~~~lpl2_6~~~lpl2_8~~~lpl2_7~~~lpl2_9xerD_3~~~xerD_2",1.59636e-08
"lpl2_3~~~lpl2_4~~~lpl2_5~~~lpl2_2~~~lpl2_1~~~lpl2~~~lpl2_12~~~lpl2_6~~~lpl2_8~~~lpl2_7~~~lpl2_9ykuT_1~~~ykuT",1.09686e-12
"lpl2_3~~~lpl2_4~~~lpl2_5~~~lpl2_2~~~lpl2_1~~~lpl2~~~lpl2_12~~~lpl2_6~~~lpl2_8~~~lpl2_7~~~lpl2_9ykuT~~~ykuT_2",-2.53301e-10
"lpl2_3~~~lpl2_4~~~lpl2_5~~~lpl2_2~~~lpl2_1~~~lpl2~~~lpl2_12~~~lpl2_6~~~lpl2_8~~~lpl2_7~~~lpl2_9yusV~~~fecE",4.18816e-08
"lpl2_3~~~lpl2_4~~~lpl2_5~~~lpl2_2~~~lpl2_1~~~lpl2~~~lpl2_12~~~lpl2_6~~~lpl2_8~~~lpl2_7~~~lpl2_9ywtF~~~lytR_3",1.59636e-08
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8lpl2_9",1.56148e-16
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8lukS~~~hlgC~~~hlgC_1~~~hlgA_2~~~hlgC_2",-3.60858e-09
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8mleS_2~~~mleS~~~mleS_1",4.67943e-08
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8mnhD1_2~~~mrpD~~~mnhD1_1~~~mnhD1_3",-4.34884e-11
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8mrpA~~~mrpA_1~~~mrpA_2~~~mnhA1_2~~~mnhA1_1",-8.72227e-11
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8mrpB_2~~~mrpB",4.559e-26
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8mrpB~~~mrpB_2~~~mrpB_1",-1.17021e-11
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8mta~~~tipA",1.20409e-12
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8murJ_1~~~murJ_2~~~murJ",-8.72227e-11
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8nasE~~~nasF~~~sumT",1.68286e-11
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8nhoA",8.03024e-15
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8nirC",9.49458e-08
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8nreB_1~~~nreB_2~~~nreB",3.99578e-11
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8pbpX_3~~~pbpX_1~~~pbpX_2",8.52586e-13
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8pcp_2~~~pcp",3.62768e-19
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8sdrE~~~bbp_1~~~sdrE_1~~~sdrD_1~~~sdrD_2~~~sdrC_1~~~sdrC~~~sdrE_3~~~sdrD~~~sdrC_2~~~bbp~~~sdrD_3",7.84825e-20
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8sdrM_3~~~sdrM_2~~~sdrM_1~~~sdrM",2.37631e-12
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8sepA_2~~~sepA",8.52586e-13
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8sigS_2~~~sigS~~~sigS_1",2.03042e-12
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8slmA",1.04187e-15
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8speC_1~~~speC_3",3.89973e-24
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8tcyN~~~tcyC_1~~~tcyC_2~~~tcyC_3",2.05798e-13
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8trpC~~~trpC_1~~~trpC_2",-8.72227e-11
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8trpD2~~~trpD_2~~~trpD~~~trpD_1",-2.98605e-10
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8tst_1~~~tst_2~~~tst_3",-2.53736e-11
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8tst_2~~~tst_1~~~tst",3.4606e-08
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8tst_3~~~tst_2~~~tst_1~~~tst_5",9.28506e-23
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8wbgU~~~galE~~~galE1~~~wbgU_1~~~fcl~~~wbgU_2",1.25701e-21
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8xerD_3~~~xerD_2",1.20409e-12
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8yceI",3.62768e-19
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8yezG_4~~~yezG_2~~~yezG_3~~~yezG_1~~~yezG_5~~~yezG_6~~~yezG_7~~~yezG_10~~~yezG_8",-7.67413e-09
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8yhfT~~~menE_2~~~yhfT_2~~~yhfT_1",1.335e-15
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8yusV~~~fecE",8.54016e-09
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8ywnA",7.95703e-15
"lpl2_3~~~lpl2_5~~~lpl2_6~~~lpl2_1~~~lpl2_4~~~lpl2_2~~~lpl2_8ywtF~~~lytR_3",1.20409e-12
"lpl2_4~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_2~~~lpl2_5~~~lpl2_3~~~lpl2_10~~~lpl2_11~~~lpl2_8lpl2_5~~~lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_4~~~lpl2_9",6.0531e-08
"lpl2_4~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_2~~~lpl2_5~~~lpl2_3~~~lpl2_10~~~lpl2_11~~~lpl2_8lpl2_7",1.59797e-08
"lpl2_4~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_2~~~lpl2_5~~~lpl2_3~~~lpl2_10~~~lpl2_11~~~lpl2_8macB~~~macB_2~~~macB_1",4.72824e-08
"lpl2_4~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_2~~~lpl2_5~~~lpl2_3~~~lpl2_10~~~lpl2_11~~~lpl2_8natA_1~~~rbsA~~~natA_4~~~opuBA_1~~~natA_2",7.0036e-08
"lpl2_4~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_2~~~lpl2_5~~~lpl2_3~~~lpl2_10~~~lpl2_11~~~lpl2_8natA_3",1.00265e-07
"lpl2_4~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_2~~~lpl2_5~~~lpl2_3~~~lpl2_10~~~lpl2_11~~~lpl2_8pspE~~~glpE_4~~~glpE_3~~~glpE_1~~~tusA~~~glpE_2",5.40466e-08
"lpl2_4~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_2~~~lpl2_5~~~lpl2_3~~~lpl2_10~~~lpl2_11~~~lpl2_8ricR~~~ricR_1~~~ricR_2",9.29765e-08
"lpl2_4~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_2~~~lpl2_5~~~lpl2_3~~~lpl2_10~~~lpl2_11~~~lpl2_8speC_3~~~speC~~~speC_1~~~speC_2",1.12872e-08
"lpl2_4~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_2~~~lpl2_5~~~lpl2_3~~~lpl2_10~~~lpl2_11~~~lpl2_8splE_1~~~splE_2~~~splF~~~splD_2~~~splE~~~splF_1~~~splD~~~splF_2",3.54448e-09
"lpl2_4~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_2~~~lpl2_5~~~lpl2_3~~~lpl2_10~~~lpl2_11~~~lpl2_8splF_1~~~splD~~~splF~~~splE_2~~~splB_2~~~splE_3~~~splE_1~~~splB_1~~~splE~~~splF_2~~~splD_1~~~splD_2",2.41767e-08
"lpl2_4~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_2~~~lpl2_5~~~lpl2_3~~~lpl2_10~~~lpl2_11~~~lpl2_8tsaC~~~ywlC_2",5.21293e-10
"lpl2_4~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_2~~~lpl2_5~~~lpl2_3~~~lpl2_10~~~lpl2_11~~~lpl2_8ydaG~~~ydaG_2",1.49345e-08
"lpl2_4~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_2~~~lpl2_5~~~lpl2_3~~~lpl2_10~~~lpl2_11~~~lpl2_8yezG_1~~~yezG_8~~~yezG_2~~~yezG_3~~~yezG_7~~~yezG_6~~~yezG_4~~~yezG_5~~~yezG~~~yezG_9",3.58277e-10
"lpl2_4~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_2~~~lpl2_5~~~lpl2_3~~~lpl2_10~~~lpl2_11~~~lpl2_8yknY~~~yknY_1~~~yknY_2~~~macB_1",8.98961e-08
"lpl2_4~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_2~~~lpl2_5~~~lpl2_3~~~lpl2_10~~~lpl2_11~~~lpl2_8ykoC_2~~~ykoC_1~~~ykoC~~~ecfT_1~~~ecfT_2",1.20808e-10
"lpl2_4~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_2~~~lpl2_5~~~lpl2_3~~~lpl2_10~~~lpl2_11~~~lpl2_8ykoD_2~~~ecfA3~~~ecfA1_1~~~ykoD_1~~~ecfA1_2~~~ykoD_3",9.11888e-11
"lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9lpl2_5~~~lpl2_3~~~lpl2_2~~~lpl2_1~~~lpl2_6~~~lpl2_7~~~lpl2_4~~~lpl2_9",2.70744e-08
"lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9lpl2_7",4.13344e-12
"lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9lpl2_7~~~lpl2_3~~~lpl2_2~~~lpl2_4~~~lpl2_5~~~lpl2_1~~~lpl2_6",2.94805e-14
"lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9lukS~~~hlgC~~~hlgC_1~~~hlgA_2~~~hlgC_2",1.92674e-08
"lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9macB~~~macB_2~~~macB_1",8.75872e-28
"lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9mpr~~~gseA",8.35544e-10
"lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9narX~~~narX_2",9.1103e-13
"lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9natA_1~~~rbsA~~~natA_4~~~opuBA_1~~~natA_2",4.73269e-28
"lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9natA_3",1.49577e-27
"lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9nirC~~~nirC_2",1.13918e-13
"lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9norG_1~~~norG~~~norG_2",4.63187e-11
"lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9nreB~~~nreB_1~~~nreB_2",2.90871e-08
"lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9pbpX_1~~~pbpX_2~~~pbpX_3",3.69857e-09
"lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9pspE~~~glpE_4~~~glpE_3~~~glpE_1~~~tusA~~~glpE_2",2.04832e-16
"lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9ricR~~~ricR_1~~~ricR_2",2.04832e-16
"lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9rnhA~~~rnhA_2",2.78024e-11
"lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9scn_2~~~scn_1~~~scn_3",2.8057e-12
"lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9sdrC~~~sdrD_2~~~sdrD~~~sdrC_1~~~sdrC_2~~~sdrE_2",4.68815e-17
"lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9sdrM~~~sdrM_3~~~sdrM_1~~~sdrM_2",8.75352e-09
"lpl2_4~~~lpl2_2~~~lpl2_3~~~lpl2_6~~~lpl2_5~~~lpl2_8~~~lpl2_9sepA_1~~~aur~~~aur_1~~~aur_2",4.23589e-11
